0,0.017324,0.124245,0.299681,0.002367,0.188197,0.134974,0.062093,0.171120
0,0.000000,0.000020,0.289056,0.330579,0.328802,0.045368,0.005677,0.000498
0,0.003083,0.042360,0.297972,0.013874,0.242083,0.118255,0.139710,0.142663
0,0.041270,0.006341,0.096413,0.024648,0.249069,0.025830,0.271751,0.284678
0,0.016800,0.000000,0.282060,0.000017,0.392280,0.000006,0.009595,0.299242
0,0.066094,0.011188,0.062568,0.021315,0.440488,0.015046,0.127738,0.255563
0,0.080804,0.000017,0.145341,0.000000,0.448287,0.004068,0.000006,0.321476
0,0.007471,0.047751,0.331136,0.002738,0.224404,0.080465,0.034557,0.271478
0,0.000046,0.009619,0.230775,0.333607,0.218991,0.192044,0.007949,0.006969
0,0.000426,0.000000,0.127464,0.034935,0.632640,0.004531,0.046370,0.153633
0,0.000469,0.005660,0.249624,0.006667,0.267703,0.036267,0.001227,0.432384
0,0.008066,0.028307,0.330622,0.009313,0.253005,0.138584,0.121475,0.110628
0,0.001829,0.048727,0.411201,0.059352,0.284137,0.123913,0.004147,0.066693
0,0.030101,0.002236,0.134264,0.016149,0.233952,0.033366,0.092852,0.457080
0,0.000000,0.000218,0.219762,0.174613,0.555788,0.028763,0.012949,0.007907
0,0.000003,0.022611,0.141149,0.497119,0.013379,0.324733,0.000947,0.000059
0,0.000000,0.005436,0.281833,0.200905,0.009173,0.502412,0.000241,0.000000
0,0.000107,0.034935,0.066576,0.590807,0.001510,0.304557,0.001465,0.000042
0,0.001237,0.137630,0.360791,0.003158,0.189049,0.255658,0.010449,0.042028
0,0.043923,0.005557,0.139886,0.029479,0.274248,0.046963,0.097666,0.362279
0,0.035404,0.055768,0.379209,0.009661,0.217669,0.053034,0.048851,0.200404
0,0.000000,0.317773,0.106514,0.055609,0.003838,0.516237,0.000023,0.000007
0,0.000195,0.018516,0.165160,0.550143,0.029749,0.232536,0.003574,0.000127
0,0.008096,0.010996,0.261842,0.006842,0.451914,0.023337,0.056419,0.180553
0,0.045449,0.004583,0.050140,0.072480,0.176803,0.033737,0.376891,0.239915
0,0.086491,0.004795,0.044535,0.090358,0.160550,0.017939,0.443053,0.152279
0,0.000000,0.186178,0.049268,0.177962,0.035560,0.538343,0.012233,0.000456
0,0.000241,0.100176,0.024193,0.108503,0.019769,0.701523,0.013857,0.031738
0,0.017585,0.009274,0.511842,0.004144,0.249382,0.019007,0.047132,0.141634
0,0.002930,0.072383,0.357337,0.001455,0.281035,0.101559,0.014183,0.169118
