0,0.085977,0.005417,0.088268,0.018265,0.190120,0.035726,0.134255,0.441973
0,0.066230,0.004421,0.230895,0.009938,0.262230,0.064212,0.017617,0.344456
0,0.003766,0.000003,0.185296,0.051621,0.583161,0.002451,0.086214,0.087487
0,0.000000,0.424069,0.073037,0.046152,0.001712,0.455020,0.000010,0.000000
0,0.061921,0.000874,0.189670,0.000000,0.260029,0.017569,0.000017,0.469919
0,0.000000,0.000049,0.147012,0.104870,0.672451,0.014274,0.024352,0.036992
0,0.000000,0.041582,0.051237,0.095840,0.000195,0.811146,0.000000,0.000000
0,0.074358,0.000625,0.188067,0.000000,0.257627,0.008929,0.000029,0.470365
0,0.028976,0.000058,0.162315,0.001377,0.240052,0.020584,0.004641,0.541997
0,0.000003,0.059967,0.110029,0.123763,0.000996,0.704990,0.000244,0.000007
1,0.058535,0.010215,0.010785,0.003467,0.100163,0.002507,0.313255,0.501074
1,0.236982,0.019798,0.088229,0.002702,0.140768,0.013988,0.171058,0.326475
1,0.082773,0.004326,0.010794,0.023740,0.318405,0.003743,0.463672,0.092546
1,0.000000,0.361986,0.007982,0.038747,0.000059,0.591227,0.000000,0.000000
1,0.044753,0.005410,0.022246,0.023132,0.177419,0.007148,0.492321,0.227572
1,0.000000,0.211621,0.006172,0.027360,0.000013,0.754834,0.000000,0.000000
1,0.057402,0.015173,0.083174,0.006868,0.493851,0.011292,0.116660,0.215579
1,0.030514,0.037777,0.130254,0.012926,0.381748,0.036237,0.129801,0.240742
1,0.058242,0.006208,0.021719,0.014046,0.163464,0.006992,0.549085,0.180244
2,0.096748,0.000033,0.005143,0.088385,0.228242,0.007100,0.392829,0.181520
2,0.079720,0.010540,0.173558,0.006540,0.317067,0.030612,0.023102,0.358861
2,0.013158,0.002562,0.113040,0.189297,0.262822,0.041742,0.137627,0.239753
2,0.028672,0.000010,0.021924,0.165283,0.343158,0.000446,0.185202,0.255306
2,0.007585,0.125589,0.147910,0.117067,0.259023,0.190365,0.033294,0.119167
2,0.023939,0.000000,0.015762,0.166556,0.288232,0.000023,0.211917,0.293571
2,0.013252,0.000000,0.082812,0.061943,0.531182,0.001846,0.170251,0.138714
2,0.203301,0.000182,0.040592,0.019414,0.158018,0.007653,0.072376,0.498464
2,0.021156,0.018278,0.197546,0.093610,0.329948,0.108809,0.067373,0.163281
2,0.094746,0.004222,0.083613,0.057523,0.225107,0.003011,0.095495,0.436283
3,0.000000,0.455654,0.347113,0.011624,0.019427,0.164463,0.001546,0.000173
3,0.000000,0.321579,0.329564,0.022988,0.014137,0.311644,0.000068,0.000020
3,0.029780,0.043848,0.240966,0.000029,0.229028,0.049647,0.018171,0.388530
3,0.039912,0.123229,0.231003,0.010283,0.186204,0.055830,0.017487,0.336051
3,0.011424,0.111238,0.240532,0.000469,0.188102,0.062280,0.008160,0.377795
3,0.148522,0.016618,0.108037,0.017601,0.157184,0.020345,0.106895,0.424798
3,0.024964,0.043991,0.132624,0.068880,0.426602,0.096100,0.075697,0.131143
3,0.016660,0.098854,0.180879,0.015339,0.211725,0.066995,0.002080,0.407467
3,0.024854,0.063734,0.195628,0.018815,0.303216,0.016090,0.000934,0.376729
3,0.021065,0.001667,0.147454,0.016753,0.330729,0.018553,0.000145,0.463634
4,0.080225,0.000397,0.011283,0.186068,0.186820,0.035710,0.134880,0.364619
4,0.126104,0.000049,0.005241,0.003102,0.169779,0.000270,0.088796,0.606660
4,0.286868,0.000003,0.001468,0.003555,0.079102,0.000111,0.198379,0.430514
4,0.280941,0.000000,0.000462,0.003389,0.125046,0.000000,0.247142,0.343021
4,0.193213,0.000010,0.005885,0.003063,0.275684,0.000257,0.135107,0.386781
4,0.087376,0.000003,0.028779,0.055218,0.310745,0.009336,0.095270,0.413271
4,0.231390,0.001826,0.014372,0.046712,0.217959,0.012952,0.103730,0.371058
4,0.164450,0.000052,0.005179,0.001797,0.246380,0.000016,0.113851,0.468275
4,0.040544,0.000251,0.045160,0.057246,0.334303,0.003968,0.115176,0.403353
4,0.259808,0.000003,0.001413,0.007324,0.077806,0.000049,0.169632,0.483965
5,0.051595,0.000374,0.112480,0.035990,0.297536,0.009538,0.069756,0.422731
5,0.161364,0.033128,0.149404,0.020384,0.209645,0.093783,0.010273,0.322018
5,0.000020,0.014339,0.546491,0.162542,0.051077,0.222393,0.002467,0.000671
5,0.063701,0.001003,0.065570,0.007822,0.293285,0.001953,0.188460,0.378206
5,0.038398,0.000885,0.336387,0.233031,0.123942,0.142614,0.022194,0.102549
5,0.093939,0.001367,0.079183,0.053708,0.124961,0.013278,0.187080,0.446484
5,0.023874,0.068187,0.081305,0.006211,0.393457,0.060293,0.000137,0.366536
5,0.048529,0.000469,0.162399,0.057311,0.276813,0.004199,0.078118,0.372161
5,0.080589,0.000104,0.031328,0.036055,0.260596,0.001572,0.235993,0.353763
5,0.014186,0.001133,0.107279,0.025186,0.490413,0.011302,0.000114,0.350387

